Question,Option A,Option B,Option C,Option D,Correct Answer
Which of the following is the most common cause of death in patients with diabetes mellitus?,Renal failure,Myocardial infarction,Stroke,Infection,Myocardial infarction
Which of the following is the most common cause of bacterial meningitis in adults?,Neisseria meningitidis,Streptococcus pneumoniae,Haemophilus influenzae,Escherichia coli,Streptococcus pneumoniae
Which of the following is the most common cause of acute renal failure in hospitalized patients?,Acute tubular necrosis,Acute interstitial nephritis,Glomerulonephritis,Renal artery thrombosis,Acute tubular necrosis
Which of the following is the most common cause of secondary amenorrhea?,Pituitary tumor,Polycystic ovarian syndrome,Hyperprolactinemia,Premature ovarian failure,Polycystic ovarian syndrome
Which of the following is the most common cause of chronic cough in adults?,Asthma,Chronic bronchitis,GERD,Postnasal drip,Postnasal drip
Which of the following is the most common cause of ascites in adults?,Congestive heart failure,Nephrotic syndrome,Cirrhosis,Malignancy,Cirrhosis
Which of the following is the most common cause of hematuria in adults?,Urinary tract infection,Renal stones,Bladder cancer,Glomerulonephritis,Urinary tract infection
Which of the following is the most common cause of acute lower limb edema in adults?,Heart failure,Renal failure,Deep vein thrombosis,Liver failure,Deep vein thrombosis
Which of the following is the most common cause of chronic diarrhea in adults?,Irritable bowel syndrome,Inflammatory bowel disease,Chronic infection,Malabsorption,Irritable bowel syndrome
Which of the following is the most common cause of hyperkalemia in hospitalized patients?,Renal failure,ACE inhibitors,Potassium-sparing diuretics,Addison's disease,Renal failure
Which of the following is the most common cause of secondary hyperparathyroidism?,Vitamin D deficiency,Chronic kidney disease,Calcium deficiency,Malabsorption,Chronic kidney disease
Which of the following is the most common cause of acute confusion in elderly hospitalized patients?,Dementia,Stroke,Infection,Electrolyte imbalance,Infection
Which of the following is the most common cause of new-onset seizures in adults over 60?,Brain tumor,Stroke,Alcohol withdrawal,Trauma,Stroke
Which of the following is the most common cause of acute pericarditis?,Bacterial infection,Viral infection,Autoimmune disease,Malignancy,Viral infection
Which of the following is the most common cause of chronic kidney disease in adults?,Hypertension,Diabetes mellitus,Chronic glomerulonephritis,Polycystic kidney disease,Diabetes mellitus
Which of the following is the most common cause of chronic obstructive pulmonary disease?,Asthma,Chronic bronchitis,Emphysema,Smoking,Smoking
Which of the following is the most common cause of recurrent urinary tract infections in women?,Diabetes mellitus,Urinary tract abnormality,Sexual activity,Immunosuppression,Sexual activity
Which of the following is the most common cause of acute liver failure in children?,Viral hepatitis,Acetaminophen toxicity,Wilson's disease,Autoimmune hepatitis,Acetaminophen toxicity
Which of the following is the most common cause of chronic hepatitis in children?,Hepatitis A,Hepatitis B,Hepatitis C,Wilson's disease,Wilson's disease
Which of the following is the most common cause of acute bacterial endocarditis?,Streptococcus viridans,Staphylococcus aureus,Enterococcus faecalis,Streptococcus bovis,Staphylococcus aureus
Which of the following is the most common cause of chronic bacterial endocarditis?,Streptococcus viridans,Staphylococcus aureus,Enterococcus faecalis,Streptococcus bovis,Streptococcus viridans
Which of the following is the most common cause of secondary polycythemia?,Chronic hypoxia,Polycythemia vera,Renal cell carcinoma,Dehydration,Chronic hypoxia
Which of the following is the most common cause of macrocytic anemia?,Vitamin B12 deficiency,Folate deficiency,Alcoholism,Liver disease,Folate deficiency
Which of the following is the most common cause of secondary osteoporosis?,Primary hyperparathyroidism,Chronic steroid use,Hyperthyroidism,Chronic kidney disease,Chronic steroid use
Which of the following is the most common cause of acute glomerulonephritis in children?,IgA nephropathy,Post-streptococcal GN,Membranous nephropathy,Minimal change disease,Post-streptococcal GN
Which of the following is the most common cause of chronic glomerulonephritis in adults?,IgA nephropathy,Membranous nephropathy,Minimal change disease,Focal segmental glomerulosclerosis,IgA nephropathy
Which of the following is the most common cause of death in patients with systemic lupus erythematosus?,Renal failure,Infection,Myocardial infarction,Stroke,Infection
Which of the following is the most common cause of lower gastrointestinal bleeding in adults?,Diverticulosis,Colorectal cancer,Angiodysplasia,Inflammatory bowel disease,Diverticulosis
Which of the following is the most common cause of chronic constipation in adults?,Colonic inertia,Low fiber diet,Obstructive lesion,Medications,Low fiber diet
Which of the following is the most common cause of hypernatremia?,Water loss,Excess sodium intake,Renal failure,SIADH,Water loss
Which of the following is the most common cause of hypokalemia in adults?,Diuretics,Diarrhea,Vomiting,Renal tubular acidosis,Diuretics
Which of the following is the most common cause of secondary hyperaldosteronism?,Renal artery stenosis,Heart failure,Liver cirrhosis,Nephrotic syndrome,Renal artery stenosis
Which of the following is the most common cause of Cushing's syndrome?,Pituitary adenoma,Adrenal adenoma,Ectopic ACTH secretion,Exogenous corticosteroids,Exogenous corticosteroids
Which of the following is the most common cause of Addison's disease in developed countries?,Tuberculosis,Autoimmune destruction,Adrenal hemorrhage,Metastatic cancer,Autoimmune destruction
Which of the following is the most common cause of acute adrenal insufficiency?,Pituitary apoplexy,Adrenal hemorrhage,Withdrawal of steroids,Infection,Withdrawal of steroids
Which of the following is the most common cause of hyperprolactinemia?,Pituitary adenoma,Medications,Renal failure,Hypothyroidism,Pituitary adenoma
Which of the following is the most common cause of gynecomastia in adult men?,Liver cirrhosis,Testicular tumor,Drugs,Obesity,Drugs
Which of the following is the most common cause of secondary amenorrhea after pregnancy?,Pituitary tumor,Sheehan syndrome,Asherman syndrome,Premature ovarian failure,Sheehan syndrome
Which of the following is the most common cause of chronic cough in smokers?,Asthma,GERD,Chronic bronchitis,Postnasal drip,Chronic bronchitis
Which of the following is the most common cause of digital clubbing?,Lung cancer,Cystic fibrosis,Bronchiectasis,All of the above,All of the above
Which of the following is the most common cause of acute pharyngitis in adults?,Streptococcus pyogenes,Viral infection,Staphylococcus aureus,Mycoplasma pneumoniae,Viral infection
Which of the following is the most common cause of splenomegaly in adults?,Chronic liver disease,Infection,Hematological malignancy,Heart failure,Chronic liver disease
Which of the following is the most common cause of spontaneous bacterial peritonitis?,Streptococcus pneumoniae,Escherichia coli,Enterococcus faecalis,Klebsiella pneumoniae,Escherichia coli
Which of the following is the most common cause of acute vision loss in elderly?,Retinal detachment,Macular degeneration,Central retinal artery occlusion,Diabetic retinopathy,Macular degeneration
Which of the following is the most common cause of secondary hypertension in young women?,Renal artery stenosis,Oral contraceptives,Primary aldosteronism,Pheochromocytoma,Oral contraceptives
Which of the following is the most common cause of hypoglycemia in diabetic patients?,Insulin overdose,Missed meal,Exercise,Alcohol intake,Insulin overdose
Which of the following is the most common cause of hyperglycemia in hospitalized patients?,Sepsis,Stress,Infection,Medication,Stress
Which of the following is the most common cause of acute abdomen in women of reproductive age?,Ovarian torsion,Appendicitis,Ectopic pregnancy,Ruptured ovarian cyst,Appendicitis
Which of the following is the most common cause of death in patients with chronic obstructive pulmonary disease?,Respiratory failure,Cor pulmonale,Pneumonia,Myocardial infarction,Respiratory failure
Which of the following is the most common cause of secondary diabetes mellitus?,Cushing's syndrome,Acromegaly,Pheochromocytoma,Pancreatitis,Pancreatitis
Which of the following is the most common cause of acute lower gastrointestinal bleeding in the elderly?,Diverticulosis,Colorectal cancer,Angiodysplasia,Ischemic colitis,Diverticulosis
Which of the following is the most common cause of acute kidney injury in children?,Hemolytic uremic syndrome,Acute tubular necrosis,Glomerulonephritis,Acute interstitial nephritis,Hemolytic uremic syndrome
Which of the following is the most common cause of chronic cough in children?,Asthma,Chronic bronchitis,GERD,Postnasal drip,Asthma
Which of the following is the most common cause of secondary hypertension in children?,Renal parenchymal disease,Coarctation of aorta,Endocrine disorders,Essential hypertension,Renal parenchymal disease
Which of the following is the most common cause of acute confusion in young adults?,Electrolyte imbalance,Infection,Drug intoxication,Head trauma,Drug intoxication
Which of the following is the most common cause of acute polyarthritis in adults?,Rheumatoid arthritis,Viral infection,SLE,Reactive arthritis,Viral infection
Which of the following is the most common cause of chronic polyarthritis in adults?,Rheumatoid arthritis,SLE,Psoriatic arthritis,Reactive arthritis,Rheumatoid arthritis
Which of the following is the most common cause of chronic urticaria?,Food allergy,Drug allergy,Autoimmune disease,Idiopathic,Idiopathic
Which of the following is the most common cause of acute urticaria?,Food allergy,Drug allergy,Infection,Insect bite,Food allergy
Which of the following is the most common cause of chronic fatigue in adults?,Depression,Anemia,Chronic infection,Thyroid disease,Depression
Which of the following is the most common cause of acute monoarthritis in adults?,Rheumatoid arthritis,Gout,Septic arthritis,Trauma,Gout
Which of the following is the most common cause of chronic monoarthritis in adults?,Rheumatoid arthritis,Osteoarthritis,Psoriatic arthritis,Reactive arthritis,Osteoarthritis
Which of the following is the most common cause of acute vision loss in young adults?,Retinal detachment,Optic neuritis,Central retinal artery occlusion,Diabetic retinopathy,Optic neuritis
Which of the following is the most common cause of secondary amenorrhea in athletes?,Sheehan syndrome,Polycystic ovarian syndrome,Functional hypothalamic amenorrhea,Premature ovarian failure,Functional hypothalamic amenorrhea
Which of the following is the most common cause of chronic pelvic pain in women?,Endometriosis,PID,Ovarian cyst,Interstitial cystitis,Endometriosis
Which of the following is the most common cause of chronic headache in adults?,Migraine,Tension-type headache,Cluster headache,Sinusitis,Tension-type headache
Which of the following is the most common cause of acute headache in adults?,Migraine,Tension-type headache,Cluster headache,Sinusitis,Migraine
Which of the following is the most common cause of secondary hypertension in elderly?,Renal artery stenosis,Primary aldosteronism,Coarctation of aorta,Chronic kidney disease,Chronic kidney disease
