headline,description,url
EU Raises Concerns Over Kenya’s Readiness for 2027 Elections,"The European Union has flagged the delayed reforms at the Independent Electoral and Boundaries Commission (IEBC) as a major cause for concern ahead of the 2027 General Election.
In the final report of the European Union Election Follow-up Mission (EU EFM) to Kenya, the EU highlighted the delayed reforms and concerns over the independence of a future Commission free from political interference.
“Most EU EFM interlocutors raised concerns about the ability of a future commission to operate as an independent body objectively and transparently, emphasising that public perception of the IEBC is largely negative,” the EU noted in its report.
According to the EU, the electoral management body is viewed as weak and vulnerable to interference from the political establishment.
President William Ruto during his maiden speech at the Bomas of Kenya after the former IEBC Chairperson Wafula Chebukati announced him as President-elect on August 15, 2022. PHOTO WILLIAM RUTO
In terms of IEBC reforms, the EU noted that despite the recent appointment of IEBC chair Erastus Ethekon and his team of Commissioners by President William Ruto, prior delays in their appointment were likely to prove costly.
The EU listed pending by-elections, five for the National Assembly and four at the county level, overdue constituency delimitation, and postponed voter registration as key areas of concern regarding preparations for the 2027 elections.
Further, the EU raised the alarm over the lack of an approved strategic plan that outlines, in detail and with specific deadlines, the actions and activities of the IEBC ahead of and beyond the next electoral cycle.
The issue of funding was also highlighted. The EU stated that underfunding and delays in allocating funds for the 2027 polls would significantly hamper the electoral process.
The IEBC has requested a budget of Ksh 61 billion (approximately EUR 435 million) for the 2027 General Election, but the government has allocated only Ksh 55 billion (approximately EUR 390 million), with a request that the amount be spread over five years.
“To address this funding gap, the IEBC must seek support from development partners, especially for voter education campaigns and training of electoral staff,” the EU noted.
The latest comes after a recent TIFA report released in May disclosed that 50 per cent of Kenyans had no confidence at all in the integrity of the 2027 elections.
According to the report, which was released on Wednesday, May 5, Kenyans believed that the upcoming general polls would mainly be compromised by factors such as political interference, graft, and failures of the Independent Electoral and Boundaries Commission (IEBC).
TIFA has further noted that 18 per cent of other Kenyans believe that other factors, such as insecurity, refusal of the president and other candidates to accept defeat, technological failures, a history of rigging, and insufficient time to prepare for the elections, will sabotage the integrity of the upcoming elections.
EU Ambassador to Kenya Henriette Geiger during the second Edition of the Kenya-EU Business Forum in Nairobi on May 12, 2025. PCS",https://www.kenyans.co.ke/news/113353-eu-flags-delayed-reforms-independence-iebc-ahead-2027-elections
"How Father of Shot Mask Vendor Was Conned Ksh200,000","Jonah Kariuki, father of Boniface Kariuki, the mask vendor who was shot by police during protests, has been scammed out of Ksh 200,000 by individuals posing as officials from the Social Health Authority (SHA).
According to a statement by the family’s spokesperson, Emily Wanjiru, the fraudsters contacted Kariuki, claiming they would assist with settling the hospital bills.
The spokesperson explained that Kariuki received a call from someone purporting to work with SHA, who claimed they needed to register the family into the scheme and help pay the bill.
The fraudsters falsely told Kariuki that he needed to provide a certain amount of money to facilitate SHA registration. Naively, he shared his personal details, including his M-Pesa PIN, which they then used to wipe the entire amount from his account.
Boniface Kariuki, a 22-year-old hawker shot by police in Nairobi CBD, addresses the press on Wednesday, June 18, 2025. PHOTO OKIYA OMTATAH
Speaking to Kenyans.co.ke, Kariuki confirmed that indeed the money was stolen by the fraudsters; however, he detailed that the scammers had initially asked for Ksh20,000.
""Yes, it is true, they scammed me out of Ksh 200,000, but it was a mistake. They had asked for Ksh 20,500, but during the transaction process, I mistakenly keyed in Ksh 200,500,"" Kariuki explained to this reporter.
According to Kariuki, attempts to recover the money have remained futile, as the fraudsters switched off their phone. He also revealed that the M-Pesa message detailing the transaction was deleted.
He disclosed that he is currently engaging the relevant authorities to recover the lost funds.
It is important for Kenyans to be aware of such fraudsters and to note that SHA registration is entirely free. There are three main ways to register: USSD registration (no internet needed), online registration, and employer registration (for businesses).
Kariuki also revealed that the family will be holding a press conference outside Kenyatta National Hospital to provide updates on Boniface’s condition.
The 22-year-old has undergone two surgeries to remove bullet fragments from his head.
Boniface, who was caught in the chaos of the June 17 demonstrations, arrived at KNH’s Accident and Emergency Department at 3:16 PM in a critical state.
A screengrab of Susan Njeri, mother to Boniface Kariuki, the mask vendor who was shot by a police officer during protests in Nairobi on Tuesday, June 17, 2025. PHOTO NTV",https://www.kenyans.co.ke/news/113352-how-boniface-mwangis-father-lost-ksh200000-fake-sha-officials
Babu Owino Goes After Sakaja Following Goons' Confessions,"Embakasi East Member of Parliament Babu Owino has criticised Nairobi Governor Johnson Sakaja after some goons confessed to being paid by an influential individual.
Several goons, during an interview conducted by Citizen TV, confessed that they were paid as little as Ksh 50 to cause destruction during the demonstration, which took place on June 17.
Some added that they were later deceived and were not paid any amount at all by the said individual.
In his statement on Saturday, June 21, Owino continued to blame Sakaja for allegedly hiring goons and betraying the residents of Nairobi.
An image of goons who had infiltrated protests in the Nairobi Central Business District (CBD) in the company of police officers on Tuesday, June 17, 2025. PHOTO AKBAS
He claimed that hawkers and youths who were part of the protest were being harassed and beaten by groups working under the county's orders.
“Governor Sakaja, Nairobi did not elect you to unleash goons on its people. You promised leadership. You spoke of change. But what we’re seeing is betrayal.”
“Vendors are being harassed. Youths are being beaten. Voices of dissent are being silenced not with facts, but with fists. Is this the ‘new Nairobi’ you promised?” Owino said.
He accused Sakaja’s administration of ruling through fear and intimidation instead of offering responsible leadership.
""You were elected to fix broken systems, not to break the people. You were given power to serve, not to suppress. Every time your administration sends goons to intimidate the people, you remind us: you are not leading. You are ruling through fear,"" he added.
His statement came after rumours spread alleging that Sakaja had sponsored the goons to disrupt the protest that took place on June 17.
Sakaja, however, responded to the allegations, stating that he is innocent and did not take part in such activities.
“Such blatant lies. On Sunday, I was in Lugari for church and came back to Nairobi on Monday afternoon via Kitale. Ticket below. I have not seen Gaucho since he attended the Mukuru Housing launch, or Swaleh, in many months,” Sakaja clarified.
Nairobi Governor Johnson Sakaja and a copy of his flight receipts, June 20, 2025. PHOTO JOHNSON SAKAJA",https://www.kenyans.co.ke/news/113351-babu-owino-bashes-sakaja-after-nairobi-goons-confessed-being-hired
How Chinese National Lost Ksh13M to Kenyan Woman,"The Directorate of Criminal Investigations (DCI) on Friday, June 20, revealed the arrest of a Kenyan woman who had allegedly conned a Chinese national out of Ksh 13 million (USD 101,100).
“A 38-year-old woman has been apprehended by Kamukunji detectives for her role in a bold scam that deceived a Chinese national out of USD 101,000 (Ksh 13M),” the DCI stated.
In a statement, the detectives detailed how the woman posed as the director of a local scrap trading company and claimed she was in a position to supply the foreigner with aluminium alloys.
As part of her elaborate scheme, she provided the victim with a forged bill of lading and a counterfeit Kenya Bureau of Standards (KEBS) certificate of conformity.
Pieces of aluminium alloy PHOTO CANVA
These documents falsely asserted that a consignment of 23,890 kilograms of aluminium alloys had been securely packed in a 40-foot container, ready for shipment from the Port of Mombasa to Ningbo, China.
With the certificate and the accompanying documents that appeared to confirm her credibility, the Chinese national went on to transfer the millions into her account. However, this is when the woman disappeared.
“After the unsuspecting complainant transferred a hefty USD 101,100 into Wabwire's bank account, she promptly switched off her phone and vanished without a trace,” the DCI stated.
Despite numerous attempts to contact the woman, the Chinese national’s efforts proved futile. Consequently, they sought assistance from the police, who launched a manhunt for the suspect.
Following investigations and forensic leads, detectives successfully tracked her to a hideout in Tassia, Nairobi, where she was arrested.
The sleuths disclosed that the suspect is now in custody and undergoing processing as she awaits arraignment.
Cases of Kenyans conning foreign nationals are common, with most cases linked to hefty sums of money at play. 
Early this year, DCI announced the arrest of  14 Kenyans allegedly involved in a Ksh174 million gold scam.
The 14 were arrested along Chalbi Drive within the Lavington area of Nairobi after weeks of surveillance and a relentless hunt for the city's gold scamming ring.
Preliminary investigations conducted by the detectives had revealed that the suspects obtained the money after allegedly scamming a businessman from the United States.
A photo of a police officer manning the DCI headquarters along Kiambu Road PHOTO",https://www.kenyans.co.ke/news/113350-dci-arrests-woman-accused-conning-chinese-national-ksh13m-aluminium-scam
CBD Goons Reveal How They Were Mobilised,"Goons who infiltrated protests in Nairobi’s Central Business District (CBD) have come forward, confessing to being hired by influential individuals to disrupt the peaceful marches.
While speaking to Citizen TV, several of the goons admitted to being paid as little as Ksh50 to cause disruption, with some even lamenting that they were short-changed and ended up receiving no payment at all.
The goons were brought in to create havoc during the protests held on Tuesday, June 17, in honour of Albert Ojwang. Wielding sticks, they unleashed terror on protesters and looted shops. It was rumoured that the group had been paid by politicians.
Further, the goons were said to have had the backing of the police, with footage surfacing online showing law enforcement officers appearing indifferent to the breakdown of law and order caused by the group.
A photo collage of the scenes witnessed following a standoff between police and demonstrators on Kimathi Street, Nairobi on June 17, 2025. PHOTO SCREENGRAB/BISHAR
While revealing details of their assignment, the goons noted that their ‘bosses’ had promised to pay them Ksh2,000, but only after the job was done.
Most of them came from informal settlements around Nairobi, such as Kibera and Korogocho. In terms of numbers, one of them disclosed that his group comprised approximately 83 individuals.
After being mobilised, the goons were briefed at specific points across the city, such as the junction along Dennis Pritt Road and Greenpark, from where they would ride into the city on boda bodas.
However, some of them ended up on the receiving end of vigilante groups who expressed their displeasure at the disruption of their commercial activities in the name of wreaking havoc.
Several goons sustained injuries, with some of those interviewed displaying broken limbs and head trauma.
Notably, one of their alleged bosses, the infamous Swaleh, is rumoured to have gone into hiding upcountry, with footage of him on his knees apologising surfacing online.
Nairobi Governor Johnson Sakaja, who has faced immense backlash over rumours of sponsoring the goons, came out strongly to deny the claims, even going so far as to provide receipts to prove his innocence.
He denied holding secret meetings with Gaucho and Swaleh, the individuals rumoured to be the link between the goons and politicians, to plan how the protests would be disrupted.
Reports had alleged that, before the protests, the governor met with several leaders, including Gaucho, a sitting Nairobi MP, an MCA, and the infamous Swaleh, and issued them with funds to sponsor the goons.
However, Sakaja distanced himself from the allegations, clarifying that he was not in the city on the said day. He provided evidence to show that he had travelled to Lugari and had not convened the alleged meeting.
A collage of Nairobi Governor Johnson Sakaja and goons who had infiltrated protests in Nairobi's Central Business District on Tuesday, June 17, 2025. PHOTO JOHNSON SAKAJA AKBAS",https://www.kenyans.co.ke/news/113349-nairobi-goons-confess-being-hired-lament-lack-pay-after-protests
"Another Cop Caught on Camera Shooting at Protesters, Escapes on Motorcycle","A distressing video has emerged showing a police officer shooting at protesters during Friday’s demonstrations in the Mwiki area of Kasarani.
In the video seen by Kenyans.co.ke, the officer is seen aiming and shooting directly at the protesters before fleeing the scene on a bodaboda.
The protests had erupted after an 18-year-old woman was found murdered by unknown assailants in the area. Kasarani residents took to the streets to protest the killing and demand justice.
The protesters had lit a bonfire along the Sunton–Kasarani road, disrupting businesses for the better part of Friday.
Billows of dark smoke emanating from a bonfire lit by Kasarani residents to protest the death of a 19-year-old girl. PHOTO DANTEZ
Police had been deployed in the area to disperse the protesters and return business to normalcy when the unfortunate shooting happened.
This incident comes against the backdrop of a troubling pattern of police violence during public demonstrations.
The video sparked outrage among Kenyans on social media, who have raised the alarm over the increasing number of youths being shot by police during protests.
With the upcoming June 25 protests, to honour Gen Zs who lost their lives during the anti-Finance Bill 2024 demonstrations, many Kenyans have been left questioning whether such shootings will continue.
Currently, two police officers have been arrested following a similar incident witnessed in Nairobi CBD.
Officers Klinzy Barasa and Duncan Kiprono were arrested over the shooting of Boniface Mwangi Kariuki, a mask vendor in the CBD, on Tuesday, June 17, during protests.
The court ordered that the two officers be detained for 15 days to allow the Independent Policing and Oversight Authority (IPOA) to investigate the incident.
The growing number of such cases has intensified calls for reforms in the security sector. ACK bishops drawn from Nyanza have challenged President William Ruto to disband security units in the country, including the Directorate of Criminal Investigations, to allow for a clean start.
The entrance of the Kasarani Police Station in Nairobi. PHOTO NPS",https://www.kenyans.co.ke/news/113348-cop-caught-camera-shooting-protesters-escapes-motorcycle
Ruto Reveals What is Wrong With His Administration & How He Plans to Fix It,"Financial risks arising from budget shortfalls and funding gaps for programmes supported by development partners, weak monitoring and evaluation systems, and indiscipline in project and programme execution have been listed as some of the teething issues affecting service delivery in President William Ruto’s administration.
In a communiqué released by Ruto’s office, the President listed ten ‘systemic risks’, including those mentioned above, that were said to be hampering the effective execution of his manifesto.
Even so, the Ruto-led administration introduced 20 measures aimed at strengthening government service delivery to enhance performance and deepen public confidence in its ability to meet the people’s needs and expectations.
Weak vertical and horizontal collaborative governance, a silo approach in the implementation of government initiatives, and litigation, legal, and bureaucratic bottlenecks were also listed as challenges facing Ruto’s administration.
A section of the Cabinet during the national retreat at Karen in Nairobi on June 19, 2025. PCS
In addition, geopolitical realignments, conflicts, tensions, climate shocks, technological disruptions, cybersecurity threats, misinformation, disinformation, and the battle of narratives, along with the weaponisation of legitimate concerns into violent agitations, also emerged as factors constraining service delivery.
To address this, Ruto listed several key interventions, including deepening inter-governmental collaboration, streamlining vertical and horizontal collaborative governance, and training more Kenyan youth in multiple foreign languages to improve their competitiveness for global employment opportunities.
He further proposed reimagining the strategic vision for stimulating economic growth and job creation, defining pathways through a whole-of-government approach, expanding capacities in special economic zones, and exploring new markets for Kenyan products as part of the resolution strategy.
Deepening stakeholder engagement at different levels, securing bilateral partnerships aligned with the transformation agenda, and creating mechanisms to protect the interests of Kenyans in conflict regions were also identified as essential to improving the situation.
In the crucial agricultural sector, significant enhancements were planned. These include improving the quality of data across all agricultural sub-sectors to support evidence-based policies and interventions.
The ultimate goal is to consolidate and sustain gains in food production, boost farmers’ incomes, and create more jobs across the agricultural value chain. A particularly strong action point was accelerating the off-take of farmers’ produce, directly putting more money into their pockets.
Education was also prioritised, with specific plans to address the teacher-learner ratio. The government intends to accelerate teacher recruitment, a crucial step for the effective implementation of the Competency-Based Education and Training (CBET) curriculum.
Beyond staffing, a concerted effort is underway to enhance educational infrastructure. This includes building modern laboratories and other essential facilities to upgrade schools nationwide, ensuring the delivery of high-quality education.
Additionally, the new funding model for universities will undergo fine-tuning to streamline and enrich the means-testing instrument, aiming to ensure every student is placed in the correct financial band and to avoid any disenfranchisement.
In healthcare, the administration reiterated its commitment to ensuring universal access. A key resolution involves registering every Kenyan and their dependents under the Social Health Insurance scheme.
This initiative will be complemented by the strategic rollout of modern medical equipment, using various financing frameworks involving both counties and suppliers. Furthermore, the retreat stressed the importance of completing reforms at the Kenya Medical Supplies Agency (KEMSA) in accordance with the agreed framework between the national and county governments.
The government also aims to scale up the digitisation of all services, mandating that every Ministry, Department, and Agency (MDA) be onboarded onto the e-Citizen platform. This is expected to significantly improve efficiency, reduce corruption, and further boost government revenue.
Beyond these core sectors, the government is focusing on broader economic and social measures to enhance livelihoods and global competitiveness. These include facilitating financial inclusion for Micro, Small, and Medium Enterprises (MSMEs) through the Hustler Fund framework. The Affordable Housing Programme will continue to be scaled up, with an emphasis on advancing the construction sector value chain.
Finally, efforts to accelerate labour mobility coordination will involve forging new Bilateral Labour Agreements and renegotiating existing ones to engage a more professional Kenyan workforce globally.
Residents walking in Nairobi Central Business District on Wednesday, 18 May 2022. PHOTO BIZNA KENYA",https://www.kenyans.co.ke/news/113347-ruto-reveals-what-wrong-his-administration-how-he-plans-fix-it
Nairobi County Issues Advisory to Motorists,"The leadership of Nairobi County has deployed officers to designated areas across the city to unblock the drainage system as the short rainy season officially begins.
Speaking on Friday, Nairobi County Chief Officer of Environment Geoffrey Mosiria revealed that the county is working to find a permanent solution to the city's flooding challenge every time it rains.
While the county is working on the solution, Mosiria has advised motorists in flood-prone areas of the city, including Westlands, Kilimani, and Parklands, to exercise extra caution while driving during this rainy season.
“The rains have begun, and we urge all motorists within Nairobi County to exercise extra caution. According to our environmental experts, we expect heavy rainfall over the next three days,” Mosiria advised.
Nairobi Chief Officer of Environment Geoffrey Mosiria, November 26, 2024. PHOTO GEOFFERY MOSIRIA
Mosiria blamed the flooding challenge on Kenyans and hawkers who do not practise proper waste management, littering the city indiscriminately and leading to blocked drainage systems.
“We are on the ground, and our teams have been activated to address the mess created over many years. We have deployed our officers to unblock the drainage systems,”  the officer continued.
The environment officer challenged city dwellers and hawkers to adopt proper waste management practices to help combat future flooding in the city.
“I wish that, as a patriotic Kenyan, you would use this media platform to educate the people of Nairobi on the importance of keeping the environment clean and practising proper solid waste management at the source,” Mosiria continued.
The county has also issued a stern warning to city developers encroaching on drainage channels and constructing on riparian zones, warning that such actions will not be tolerated.
The county reiterated its original plan to uproot all illegal structures along rivers in a move to permanently solve flooding in the city.
“These areas are vital for water flow and environmental balance; they are not meant for settlement or development,” Mosiria continued.
The advisory by the county leadership follows a detailed report by the Kenya Meteorological Department, which listed Nairobi as one of the regions expected to receive heavy rainfall over the next five days.
Vehicles wade through floods on a highway within Nairobi CBD KENYANS.CO.KE",https://www.kenyans.co.ke/news/113346-nairobi-county-deploys-teams-unblock-drains-rains-begin-motorists-urged-be-cautious
Kenya Met Lists Nairobi Amongst Regions to Receive Rainfall Over the Weekend,"The Kenya Meteorological Department has listed Nairobi among seven regions across the country that are set to receive rainfall over the weekend.
In its latest five-day weather advisory released on Friday, June 20, the weatherman revealed the capital would experience showers and cloudy conditions across the morning, afternoon, and night. Maximum temperatures during the day were forecasted to be 27°C while nighttime temperatures were predicted to be 9°C.  
Nairobi was listed as one of the areas in the broader Highlands East of the Rift Valley region expected to experience such temperatures. Other areas included Nyandarua, Laikipia, Nyeri, Kirinyaga, Murang’a, Kiambu, Meru, Embu, and Tharaka.
On the other hand, Kenya Met predicted that the Coast region, encompassing Mombasa, Kilifi, Lamu, and Kwale Counties, as well as coastal parts of Tana River County, would experience mostly sunny conditions during the day, with light showers in a few areas over the next five days.
Kenya Meteorological Department Director David Gikungu speaking during a conference in Nairobi on February 28, 2024. PHOTO KENYA METEOROLOGICAL DEPARTMENT
Maximum temperatures during the day were set at 31°C with night time temperatures at a relatively high 21°C.
Kenya Met observed that the Highlands West of the Rift Valley, the Lake Victoria Basin, and the Rift Valley would experience mostly rainy conditions, with showers and thunderstorms expected in several areas.
Affected counties include Siaya, Kisumu, Homa Bay, Migori, Kisii, Nyamira, Trans Nzoia, Baringo, Uasin Gishu, Elgeyo-Marakwet, Nandi, Nakuru, Narok, Kericho, Bomet, Kakamega, Vihiga, Bungoma, Busia, and West Pokot.
In the south-eastern lowlands, covering Kitui, Makueni, Machakos, Kajiado, and Taita Taveta Counties, as well as inland parts of Tana River County, Kenya Met forecasted cloudy conditions breaking into sunny intervals over the five days.
However, a few showers are expected in several areas during the afternoon on Saturday, June 21. Maximum temperatures of 31°C have been predicted, with minimum temperatures set at 11°C.
In Turkana and Samburu counties, which formed the North-Western region, Kenya Met forecasted that a mixture of rain, showers, and thunderstorms would be experienced over several places at different times of the day and night.
Even so, sunny intervals and partly cloudy conditions were predicted to be observed in the two counties. Maximum temperatures of 36°C were forecast, while minimum temperatures were set at 9°C.
In the north-eastern region, covering Marsabit, Mandera, Wajir, Garissa, and Isiolo Counties, Kenya Met predicted mostly sunny intervals with partly cloudy conditions across the five days.
Maximum temperatures were forecast to reach 37°C, while minimum temperatures were set at 15°C.
Picture depicting heavy rainfall and an insert of Kenya Met boss David Gikungu KENYA MET",https://www.kenyans.co.ke/news/113345-nairobi-kisumu-mombasa-among-regions-listed-receive-rainfall-over-next-five-days
Boda Boda Riders Issue Notice Ahead of June 25 Protests,"The Boda Boda Safety Association of Kenya has distanced itself from the upcoming protest on June 25, urging citizens who will take part to conduct a peaceful demonstration.
In a statement issued on Friday, June 20, the association stated that they are not tools for any political games.
The association further clarified that boda boda riders are not part of any destruction caused during the protest.
""We have seen the threats of chaos. We've heard the calls for protests and riots on 25th June 2025. But we say this clearly: We are not part of that destruction. We are not tools for political games. We are hustlers, and we ride for peace, dignity, and survival,"" the statement reads.
Boda Boda riders from the Boda Boda Safety Association of Kenya(BSAK) on the roads, September 17, 2024. PHOTO BODA BODA SAFETY ASSOCIATION OF KENYA
The riders said that their motorbikes are often damaged and their members are frequently caught up in clashes when protests turn violent, calling on the government to protect them.
""We urge the Government: protect our roads, protect our bikes, protect our lives. We are not looking for favours, we're asking for fairness,"" the association said.
They, however, asked for a peaceful demonstration, stating that any disruption caused by the protests would affect their earnings.
They added that they support the right to protest, but only if it is peaceful and lawful, with no stones, no fire, no looting. 
""We respect the Constitution. We believe in Article 37 - the right to assemble and protest. But only if it is peaceable and unarmed. No stone, no fire, no looting. Because once violence starts, the Constitution walks away. And so do we,"" part of the statement reads.
Additionally, the association issued a warning to anyone planning to disrupt any boda boda operations during the demonstration.
""And to those planning to disrupt our routes and risk our safety: you don't speak for us. You don't care about our pain. Don't hide your chaos behind our helmets.""
""Boda boda riders have built a name in this country. We help emergency cases, support families, and move the economy. We will not be reduced to pawns in someone else's war,"" the statement added.
The riders' notice came after two motorcycles were burnt and a rider was badly beaten by angry protesters, who accused them of disrupting the protest on June 17.
Former Nairobi Governor Mike Sonko (center) with boda boda and TukTuk association leaders after being elected the national patron of the Sacco. PHOTO MIKE SONKO",https://www.kenyans.co.ke/news/113344-boda-boda-riders-distance-themselves-june-25-protests-call-calm-nairobi
Charlene Ruto Blames Millennials for Tension Between Gen Z & Older Kenyans,"Charlene Ruto has blamed millennials for what she termed as ‘the endless and senseless conflict’ between Gen Zs and older Kenyans, particularly in matters of national interest.
Through a statement released on Friday, June 20, the daughter of President William Ruto criticised millennials for failing to serve as the proper go-between that the two generations could use to peacefully coexist.
While calling for a generational ceasefire, Charlene stated that millennials, by falling on either side of the two generations, had a critical role to play in ensuring long-term peace and stability.
“I would partially blame us, millennials, for the endless and senseless conflict between the senior citizens and young Gen Zs,” she stated. 
A screengrab of angry Gen Zs storming the Mombasa county Parliament on Friday, May 2, 2025. PHOTO CITIZEN TV
“We, as the older brothers and sisters who understand both generations but have failed to mediate for peaceful coexistence, provide leadership and clarity in tough times, and offer our young people guidance on alternatives that don’t necessarily lead to violent riots that only end up deepening wounds, encouraging radicalisation and, in extreme cases, unfortunate loss of life,” Charlene elaborated.
While reiterating her call for national unity, Charlene chastised vices such as violence, revenge, rage-hunting, cancel culture, hooliganism, cyberbullying, and violent riots, which she noted would erode national culture, radicalise youth, and induce dangerous instability.
By incorporating civil and objective-driven alternatives, the President’s daughter opined that this would pave the way for a better relationship between all generations in the national circle.
To that effect, Charlene proposed inter-generational dialogues, policy recommendations, and actively lobbying for sensible reforms as a way forward.
Her comments come amidst the patterns observed between Gen Zs, who have recently taken the mantle of advocating for national reforms, albeit in a more direct and somewhat radical manner, and older generations who have always exercised caution and restraint.
This was at play during last year’s anti-Finance Bill protests where Gen Zs were on the forefront. At the height of the protests, the Gen Zs, backed by their ‘organic’ nature, rallied through the mantra of being ‘leaderless, tribeless and fearless.’ 
Meanwhile, the older generations were against taking to the streets, urging the youth to seek alternative measures such as dialogue to air out their grievances. 
The millennials, on the other hand, were caught in between, with some joining the protests either through taking to the streets or using digital means, while others steered clear of engaging in any form of resistance.
Born roughly between 1997 and 2012, Gen Zs are characterised by their digital fluency and global interconnectedness. Millennials, also known as Generation Y, were born between 1981 and 1996. They are the first generation to grow up with widespread access to the internet.
Older generations include Generation X, born between 1965 and 1980, and the Baby Boomers, born between 1946 and 1964.
Charlene Ruto, daughter of President William Ruto, during an engagement with youth leaders on Friday, June 20, 2025. PHOTO CHARLENE RUTO",https://www.kenyans.co.ke/news/113343-charlene-ruto-decries-cancel-culture-cyberbullying-and-calls-national-unity
Highly Anticipated Nairobi Event Cancelled as June 25 Protests Loom,"The Blankets and Wine event slated for Sunday, June 29, has been cancelled over security concerns ahead of the June 25 protests.
In a statement released on Friday, June 20, organisers revealed that the decision to call off the highly anticipated event, which was to feature international artistes, was informed by consultations between security teams and partners.
They cited the planned protests scheduled for Wednesday, June 25, as key to their decision, noting that any unrest witnessed on the day could spill over to the event.
“In light of the ongoing unrest within our country, and specifically the anticipated nationwide demonstrations on June 25th, we regret to inform you that we have made the difficult, yet necessary decision to cancel the upcoming June edition of Blankets & Wine that is slated for 29th June, 2025,” the statement read.
Popular Kenyan artist performing during a past edition of Blankets & Wine on April 13, 2024. PHOTO BRIANKG
“This decision has been made after deep consultations with our security teams and partners, who have flagged the situation as volatile and high risk in regard to potential damage to property and physical harm to set-up teams,” it added.
The organisers noted that despite the significant investment made in putting together the event, as seen in the size and scale of their production, the safety of the Blankets community was far more important.
They further expressed their support by standing in solidarity with other Kenyans in light of the heightened political pressures.
Additionally, people who had bought tickets for the event were set to receive a full refund for all tickets purchased. For season ticket holders, a proportional refund for the June portion of the ticket would be issued.
Refunds will be processed within 14 working days via the original payment method.
The planned June 25 protests are set to be held in honour of Gen Zs who were victims of the deadly 2024 anti-Finance Bill demonstrations. The protests are being championed by the families of the victims of last year’s protests and a section of influential activists.
A formal notice was issued at the Central Police Station last week by the families of the fallen Gen Zs seeking permission to hold what they termed as ‘a peaceful march in their honour.’
The peaceful procession was to head to the Office of the President and Parliament and would involve the laying of flowers to mark the deaths of the youths. 
Nairobi Police Regional Commander George Sedah on Thursday, June 19, confirmed receipt of the notice, pledging to protect Kenyans who would seek to participate in the protests.
However, it remains to be seen whether the picketing will remain peaceful, with fears running high over the possibility of goons infiltrating the planned march.
Protesters during the anti-Finance Bill demonstrations in Kenya. PHOTO MINT",https://www.kenyans.co.ke/news/113342-blankets-wine-june-edition-called-due-security-threats-linked-protests
Govt Asked to Crack Down on NGOs Funding Protesters,"Nandi Senator Samson Cherargei has urged the government to crack down on Non-Governmental Organisations (NGOs) that are said to support activists and allegedly fund the protests witnessed in the country.
While speaking to members of the press on Friday, June 20, Cherargei claimed that the said NGOs were ‘unhappy with Kenya’s stability’ and called upon the government to use foreign intelligence networks to track alleged payments made.
He also called upon the body in charge of regulating NGOs in Kenya to take action and ensure that activists receiving backing from NGOs are registered.
“Most of our foreign friends are not happy that our country is stable. That is why they are pouring illicit money to fund some of these demonstrations,” the senator stated.
Nandi Senator Samson Cherargei at Parliament Building. PHOTO SAMSON CHERARGEI
“I want to appeal to the government to use foreign intelligence networks to be on the lookout for the money that is being sent into the country to finance some of these illicit and illegal activists,” Cherargei stated.
His remarks come as the country gears up for major protests planned for Wednesday, June 25, in honour of Gen Zs who died in last year’s anti-Finance Bill demonstrations. The protests are being championed by the families of the victims of last year’s protests and a section of influential activists.
Last week, families of the fallen Gen Zs issued a formal notice to the Central Police Station seeking permission to hold a peaceful procession in their honour.
The planned peaceful marches were to the Office of the President and Parliament, in remembrance of the young people who died while protesting against the 2024 Finance Bill.
Nairobi Police Regional Commander George Sedah on Thursday, June 19, confirmed receipt of the notice, pledging to protect Kenyans who would seek to participate in the protests.
Aside from that assurance, Sedah added that police had put in place ‘enhanced plans’ ahead of protests, and warned against using violence or inciting police officers.
“We will provide enough and good security for all Kenyans to ensure that every person who is going to participate or be affected by the protests will be safe,” Sedah assured.
Cherargei’s sentiments on NGOs are not far-fetched, as American NGO Ford Foundation was accused by President William Ruto of financing last year’s protests. 
The President accused the international firm of funnelling funds to unidentified groups in Kenya to stage protests and destabilise the country. He had further alleged that the organisation harboured ill motives and was operating against Kenya's best interests and democracy. 
Foreign Affairs Principal Secretary Korir Sing'Oei during the launch of Ford Foundation offices in Nairobi on Monday, April 7 2025.",https://www.kenyans.co.ke/news/113341-senator-cherargei-urges-govt-crackdown-ngos-funding-activists-ahead-protests
